trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.0075, 'e': 0.21168267098049576}",20,0,-7.751694474570899,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
183,False,"{'a': 0.0075, 'e': 0.2043467477735218}",30,19,-2.5875142691546484,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
184,False,"{'a': 0.0075, 'e': 0.19699933011586598}",20,14,-0.24680934182823377,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.0075, 'e': 0.18964083129783446}",20,0,-9.433542648309796,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
186,False,"{'a': 0.0075, 'e': 0.18227166523304508}",30,8,-31.549668521879052,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
187,False,"{'a': 0.0075, 'e': 0.17489224643514614}",35,17,11.747890137373032,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
188,False,"{'a': 0.0075, 'e': 0.16750298999449953}",30,12,22.578502803012064,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.0075, 'e': 0.16010431155483126}",20,5,-18.488428629215885,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.0075, 'e': 0.15269662728985295}",30,16,-13.250836929742775,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.0075, 'e': 0.14528035387985133}",20,10,21.235658991728194,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.0075, 'e': 0.13785590848825044}",20,5,-23.087393375867716,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
193,False,"{'a': 0.0075, 'e': 0.13042370873814554}",25,6,35.26638523234528,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.0075, 'e': 0.1229841726888131}",20,7,3.0174814912435473,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
195,False,"{'a': 0.0075, 'e': 0.11553771881219456}",20,7,23.201149253884093,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.0075, 'e': 0.10808476596935661}",20,6,-21.88041069568478,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.0075, 'e': 0.10062573338693172}",35,16,9.050856688851116,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.0075, 'e': 0.09316104063353595}",25,7,-28.93582398729471,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
199,False,"{'a': 0.0075, 'e': 0.08569110759616867}",25,2,34.95192400532226,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.0075, 'e': 0.07821635445659317}",30,10,34.686977973788814,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.0075, 'e': 0.0707372016677029}",25,15,20.65778019547861,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.0075, 'e': 0.06325406992987043}",30,17,-28.5347783551437,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
203,False,"{'a': 0.0075, 'e': 0.055767380167282464}",25,7,29.826089535232477,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.0075, 'e': 0.04827755350426435}",30,18,21.690808537442436,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.0075, 'e': 0.040785011241591035}",25,10,25.14525903540407,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.0075, 'e': 0.03329017483278943}",20,9,17.640118731718783,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.0075, 'e': 0.02579346586043094}",25,20,8.853185668194172,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.0075, 'e': 0.018295306012418792}",25,17,17.03642214522646,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.0075, 'e': 0.010796117058267392}",20,8,21.7349096632559,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.0075, 'e': 0.0032963208253783166}",30,14,-8.209497417412557,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
211,False,"{'a': 0.0075, 'e': -0.0042036608246882635}",20,8,21.1734791380174,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,4,26.13556813532291,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,23,11.620663941043649,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,17,12.897677553208071,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,13,12.916127805725681,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,11,22.821750584787186,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,5,27.374012741119458,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,8,32.284307634142635,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,12,29.781288721890625,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,12,17.77701061138403,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,11,22.284472480134976,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,8,19.588061014430597,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,15,20.552187732884352,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,14,19.489788655319476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,11,15.354101495794033,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,15,23.0297665948544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,6,25.474907765248865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,8,21.377773497661806,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,17,22.38658151259193,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,7,25.045617848030798,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,13,12.318636368680092,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,11,19.163405787524383,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,10,19.821124019949103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,20,8.907486739926606,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,14,18.904449034997313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,16,19.849103460487367,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
