trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
14,False,"{'a': 0.01, 'e': 0.9915618937147881}",20,0,-176.6285465069272,"{0: 8, 1: 5, 2: 4, 3: 0, 4: 3}",0
15,False,"{'a': 0.01, 'e': 0.9902159962126371}",20,0,-106.26677810465732,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
16,False,"{'a': 0.01, 'e': 0.9887710779360422}",25,0,-122.25438558475565,"{0: 11, 1: 3, 2: 10, 3: 1, 4: 0}",0
17,False,"{'a': 0.01, 'e': 0.9872272833756269}",20,4,-107.69330832653098,"{0: 7, 1: 3, 2: 4, 3: 1, 4: 1}",1
18,False,"{'a': 0.01, 'e': 0.9855847669095608}",20,0,-180.83125395491257,"{0: 8, 1: 3, 2: 5, 3: 2, 4: 2}",0
19,False,"{'a': 0.01, 'e': 0.9838436927881214}",25,0,-179.21314339519347,"{0: 14, 1: 1, 2: 5, 3: 3, 4: 2}",0
20,False,"{'a': 0.01, 'e': 0.9820042351172703}",25,0,-107.60493940119602,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
21,False,"{'a': 0.01, 'e': 0.9800665778412416}",30,0,-94.67646587124385,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
22,False,"{'a': 0.01, 'e': 0.9780309147241483}",30,0,-181.02598691988828,"{0: 17, 1: 4, 2: 6, 3: 0, 4: 3}",0
23,False,"{'a': 0.01, 'e': 0.9758974493306055}",25,0,-147.56350472034154,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 3}",0
24,False,"{'a': 0.01, 'e': 0.9736663950053749}",25,0,-134.4861620575697,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
25,False,"{'a': 0.01, 'e': 0.9713379748520297}",25,0,-140.75416638533676,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
26,False,"{'a': 0.01, 'e': 0.9689124217106447}",20,0,-164.83355636115706,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
27,False,"{'a': 0.01, 'e': 0.9663899781345132}",20,0,-115.8975555710235,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
28,False,"{'a': 0.01, 'e': 0.9637708963658905}",25,0,-184.62520679853634,"{0: 13, 1: 5, 2: 3, 3: 1, 4: 3}",0
29,False,"{'a': 0.01, 'e': 0.9610554383107709}",20,0,-94.36814231450957,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
30,False,"{'a': 0.01, 'e': 0.9582438755126972}",20,0,-81.74535479761924,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
31,False,"{'a': 0.01, 'e': 0.955336489125606}",30,12,-48.67680202916074,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 0}",1
32,False,"{'a': 0.01, 'e': 0.9523335698857134}",25,0,-126.938671381834,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
33,False,"{'a': 0.01, 'e': 0.9492354180824408}",25,16,-38.409061263961114,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
34,False,"{'a': 0.01, 'e': 0.946042343528387}",20,0,-50.69892732047634,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
35,False,"{'a': 0.01, 'e': 0.9427546655283462}",35,0,-223.33832883009796,"{0: 20, 1: 6, 2: 5, 3: 0, 4: 4}",0
36,False,"{'a': 0.01, 'e': 0.9393727128473789}",20,0,-151.8748796338166,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
37,False,"{'a': 0.01, 'e': 0.9358968236779348}",20,0,-49.418383460791524,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
38,False,"{'a': 0.01, 'e': 0.9323273456060345}",30,0,-185.94386192388293,"{0: 16, 1: 2, 2: 8, 3: 2, 4: 2}",0
39,False,"{'a': 0.01, 'e': 0.9286646355765102}",20,0,-57.322714740218046,"{0: 10, 1: 7, 2: 3, 3: 0, 4: 0}",0
40,False,"{'a': 0.01, 'e': 0.9249090598573131}",25,14,-0.09220025344091964,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
41,False,"{'a': 0.01, 'e': 0.9210609940028851}",30,0,-160.5000426110603,"{0: 13, 1: 5, 2: 9, 3: 3, 4: 0}",0
42,False,"{'a': 0.01, 'e': 0.9171208228166051}",25,0,-153.11619523312936,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
43,False,"{'a': 0.01, 'e': 0.9130889403123083}",20,0,-43.50413634067117,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
44,False,"{'a': 0.01, 'e': 0.9089657496748851}",20,0,-112.44014050875397,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
45,False,"{'a': 0.01, 'e': 0.9047516632199635}",30,0,-156.52497517095537,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
46,False,"{'a': 0.01, 'e': 0.9004471023526769}",25,0,-81.84227146127603,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
47,False,"{'a': 0.01, 'e': 0.8960524975255253}",30,16,-27.261074186865496,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
48,False,"{'a': 0.01, 'e': 0.8915682881953289}",20,0,-148.62292405206412,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
49,False,"{'a': 0.01, 'e': 0.8869949227792842}",25,0,-93.42245789945127,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
50,False,"{'a': 0.01, 'e': 0.8823328586101216}",20,0,-118.78081556209982,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
51,False,"{'a': 0.01, 'e': 0.8775825618903728}",35,0,-48.25844087808785,"{0: 25, 1: 7, 2: 2, 3: 1, 4: 0}",0
52,False,"{'a': 0.01, 'e': 0.8727445076457513}",25,0,-40.87220031645748,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
53,False,"{'a': 0.01, 'e': 0.8678191796776499}",35,0,-131.39670311046643,"{0: 25, 1: 1, 2: 6, 3: 1, 4: 2}",0
54,False,"{'a': 0.01, 'e': 0.862807070514761}",25,0,-109.69952407634995,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
55,False,"{'a': 0.01, 'e': 0.8577086813638242}",25,0,-92.47460731775068,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
56,False,"{'a': 0.01, 'e': 0.8525245220595057}",30,0,-148.92166716144735,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
57,False,"{'a': 0.01, 'e': 0.8472551110134161}",20,0,-110.40761619399531,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
58,False,"{'a': 0.01, 'e': 0.8419009751622687}",25,0,-31.65133623233866,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
59,False,"{'a': 0.01, 'e': 0.8364626499151869}",20,7,-122.11844914422845,"{0: 7, 1: 0, 2: 1, 3: 4, 4: 1}",1
60,False,"{'a': 0.01, 'e': 0.8309406791001634}",30,0,-95.79571903854921,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
61,False,"{'a': 0.01, 'e': 0.8253356149096783}",20,10,-57.98186623091622,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 1}",1
62,False,"{'a': 0.01, 'e': 0.8196480178454795}",25,0,-148.21413360650544,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
63,False,"{'a': 0.01, 'e': 0.8138784566625339}",20,0,-161.8774898150875,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
64,False,"{'a': 0.01, 'e': 0.8080275083121519}",25,0,-114.14167737394014,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
65,False,"{'a': 0.01, 'e': 0.8020957578842927}",25,0,-142.86442271313567,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
66,False,"{'a': 0.01, 'e': 0.7960837985490559}",20,6,-28.673837124993643,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
67,False,"{'a': 0.01, 'e': 0.7899922314973651}",30,0,-96.15586939518235,"{0: 21, 1: 4, 2: 2, 3: 2, 4: 1}",0
68,False,"{'a': 0.01, 'e': 0.7838216658808492}",20,0,-60.15874444009716,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
69,False,"{'a': 0.01, 'e': 0.7775727187509279}",25,0,-78.08140259164779,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
70,False,"{'a': 0.01, 'e': 0.7712460149971065}",35,20,-30.381928946408472,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 0}",1
71,False,"{'a': 0.01, 'e': 0.7648421872844884}",20,3,-50.011512099559106,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 0}",1
72,False,"{'a': 0.01, 'e': 0.7583618759905082}",20,10,-6.048823132782456,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
73,False,"{'a': 0.01, 'e': 0.751805729140895}",25,13,-79.0835109199945,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 1}",1
74,False,"{'a': 0.01, 'e': 0.7451744023448704}",20,0,-51.38066716397448,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
75,False,"{'a': 0.01, 'e': 0.7384685587295879}",25,0,-175.040608544708,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
76,False,"{'a': 0.01, 'e': 0.7316888688738209}",20,0,-27.5262020461791,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
77,False,"{'a': 0.01, 'e': 0.7248360107409052}",20,0,6.279449897873654,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
78,False,"{'a': 0.01, 'e': 0.7179106696109434}",25,0,-155.84613868147935,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
79,False,"{'a': 0.01, 'e': 0.7109135380122773}",30,6,-66.71866182552714,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 0}",1
80,False,"{'a': 0.01, 'e': 0.7038453156522362}",20,0,-30.09627648243277,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
81,False,"{'a': 0.01, 'e': 0.6967067093471655}",20,11,3.3713581221646383,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.01, 'e': 0.6894984329517471}",20,0,-102.74819239862191,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
83,False,"{'a': 0.01, 'e': 0.6822212072876136}",30,6,-100.70905161625608,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 0}",1
84,False,"{'a': 0.01, 'e': 0.6748757600712672}",20,0,-50.8519354478864,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
85,False,"{'a': 0.01, 'e': 0.6674628258413082}",20,0,-42.097602971246,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
86,False,"{'a': 0.01, 'e': 0.6599831458849822}",20,0,-58.736794664068846,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
87,False,"{'a': 0.01, 'e': 0.6524374681640519}",20,0,-69.84085702301839,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
88,False,"{'a': 0.01, 'e': 0.6448265472400012}",20,5,-31.798981404388094,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
89,False,"{'a': 0.01, 'e': 0.6371511441985802}",25,0,-84.43950561386082,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
90,False,"{'a': 0.01, 'e': 0.6294120265736969}",30,9,1.5702829589312093,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.01, 'e': 0.6216099682706645}",25,0,-44.43993536906684,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
92,False,"{'a': 0.01, 'e': 0.6137457494888116}",20,12,-5.561501206650789,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
93,False,"{'a': 0.01, 'e': 0.6058201566434629}",20,0,-27.552235206466666,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
94,False,"{'a': 0.01, 'e': 0.5978339822872982}",25,11,-12.456466684598169,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
95,False,"{'a': 0.01, 'e': 0.5897880250310983}",20,0,-166.78677001962615,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",1
96,False,"{'a': 0.01, 'e': 0.5816830894638835}",25,0,-62.426512549528255,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
97,False,"{'a': 0.01, 'e': 0.5735199860724567}",20,0,-62.57514107715107,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
98,False,"{'a': 0.01, 'e': 0.5652995311603544}",30,20,19.78674133534493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.01, 'e': 0.5570225467662173}",30,0,-125.27679819930259,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
100,False,"{'a': 0.01, 'e': 0.5486898605815876}",30,12,-6.335005283367455,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
101,False,"{'a': 0.01, 'e': 0.5403023058681398}",25,17,-10.570941515888311,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.5318607213743555}",20,0,-21.333927852234435,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
103,False,"{'a': 0.01, 'e': 0.5233659512516496}",25,8,-5.467047994593804,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
104,False,"{'a': 0.01, 'e': 0.5148188449699553}",25,0,-69.44281782895155,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
105,False,"{'a': 0.01, 'e': 0.5062202572327784}",25,14,-53.72749012347472,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
106,False,"{'a': 0.01, 'e': 0.497571047891727}",30,0,-61.11015364220495,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
107,False,"{'a': 0.01, 'e': 0.48887208186052755}",20,0,-54.11289302858295,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
108,False,"{'a': 0.01, 'e': 0.48012422902853413}",20,0,-59.48597499230757,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
109,False,"{'a': 0.01, 'e': 0.47132836417373997}",25,0,-11.54654220608172,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
110,False,"{'a': 0.01, 'e': 0.4624853668753008}",30,0,-37.13975362067294,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
111,False,"{'a': 0.01, 'e': 0.4535961214255773}",25,3,-26.599558406541338,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.44466151674170673}",20,11,-3.4193406725635684,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.01, 'e': 0.43568244627671204}",30,0,-81.60342156244134,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",1
114,False,"{'a': 0.01, 'e': 0.42665980793015723}",20,0,-6.32387599187879,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
115,False,"{'a': 0.01, 'e': 0.41759450395835795}",20,11,-18.467096925284338,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
116,False,"{'a': 0.01, 'e': 0.40848744088415717}",20,2,-34.48544989071353,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
117,False,"{'a': 0.01, 'e': 0.3993395294062732}",35,18,24.302509022882205,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.01, 'e': 0.3901516843082303}",20,0,-32.600061777383075,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
119,False,"{'a': 0.01, 'e': 0.3809248243668818}",20,0,-32.40797160147692,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
120,False,"{'a': 0.01, 'e': 0.371659872260533}",20,3,-52.912944583786626,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.3623577544766736}",35,21,7.227540760239631,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.35301940121933034}",25,15,-29.326237937791365,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
123,False,"{'a': 0.01, 'e': 0.34364574631604705}",20,12,-20.327946903169405,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
124,False,"{'a': 0.01, 'e': 0.3342377271245026}",20,11,6.305502792941255,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.32479628443877623}",25,15,7.013905280649419,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.3153223623952687}",20,8,23.750372850212262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.3058169083782893}",20,8,-35.30048972413168,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
128,False,"{'a': 0.01, 'e': 0.2962808729253187}",20,0,-8.725770809588013,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
129,False,"{'a': 0.01, 'e': 0.28671520963195546}",30,4,-45.51232375924146,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 1}",1
130,False,"{'a': 0.01, 'e': 0.2771208750565576}",20,6,11.914640002745834,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.26749882862458735}",20,0,-0.8914330281582118,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
132,False,"{'a': 0.01, 'e': 0.2578500325326696}",20,9,-37.487921492931484,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
133,False,"{'a': 0.01, 'e': 0.2481754516523729}",25,0,-27.481598330289952,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
134,False,"{'a': 0.01, 'e': 0.23847605343372313}",25,14,19.76180459463783,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.22875280780845939}",20,0,-37.33528451488802,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
136,False,"{'a': 0.01, 'e': 0.2190066870930415}",25,13,6.307199310771107,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.20923866589141926}",25,9,17.613487463477977,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.19944972099757285}",35,18,32.44085586042425,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.18964083129783424}",20,2,22.0640210231197,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.17981297767299934}",25,13,17.03301013064109,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.16996714290024081}",30,16,11.884799635424907,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.16010431155483126}",20,11,-7.183424728617519,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.15022546991168584}",20,6,10.005516882841562,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.1403316058467367}",20,11,5.741394587426752,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.13042370873814554}",20,6,23.5739151679167,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.1205027693673666}",25,12,19.749843244879603,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.11056977982006957}",20,3,13.121955400136944,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.10062573338693172}",20,11,-15.768177222958863,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.09067162446430967}",20,6,9.163635865731546,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.08070844845480062}",25,7,19.283343594411633,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.0707372016677029}",20,8,-5.076789932639152,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.0607588812193859}",30,7,29.278371867445085,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.05077448493357918}",25,12,21.243368930692398,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.040785011241591035}",20,0,28.724939499185048,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
155,False,"{'a': 0.01, 'e': 0.030791459082466124}",20,8,15.462717258119683,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.02079482780309243}",20,8,22.02033996099144,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.010796117058267392}",20,14,13.25572737350679,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.0007963267107332633}",35,21,24.23218757383491,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': -0.009203543268808336}",25,8,31.62205823429795,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,16,13.525922521699595,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,8,29.62227446817933,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,16,8.037253563582327,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,16,8.105911237997388,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,13,12.975788693249855,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,16,8.067147747079787,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,8,26.302555412283134,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,11,25.45218516919613,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,10,29.856770864553717,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,15,20.248119094846423,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,14,31.623632747174135,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,0,22.55696216615175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
13,True,"{'a': 0, 'e': 0}",35,18,26.839935097690493,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,0,31.62977823253259,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,True,"{'a': 0, 'e': 0}",30,24,9.439647940262557,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,13,21.73239539256143,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,1,34.05437430597845,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,12,16.156187927707183,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",35,27,12.81818744601442,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,16,9.252965548313357,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
