trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
56,False,"{'a': 0.01, 'e': 0.8525245220595057}",25,16,-46.49659349150209,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
57,False,"{'a': 0.01, 'e': 0.8472551110134161}",25,0,-198.61148255089694,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 3}",0
58,False,"{'a': 0.01, 'e': 0.8419009751622687}",25,0,-97.25062572499859,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
59,False,"{'a': 0.01, 'e': 0.8364626499151869}",20,0,-132.48686137263832,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
60,False,"{'a': 0.01, 'e': 0.8309406791001634}",35,0,-69.51191960337874,"{0: 26, 1: 1, 2: 7, 3: 1, 4: 0}",0
61,False,"{'a': 0.01, 'e': 0.8253356149096783}",20,0,-50.15433101776658,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
62,False,"{'a': 0.01, 'e': 0.8196480178454795}",25,0,-126.47003523940626,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
63,False,"{'a': 0.01, 'e': 0.8138784566625339}",20,0,-92.80841615927122,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
64,False,"{'a': 0.01, 'e': 0.8080275083121519}",25,4,-7.5084546026580865,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
65,False,"{'a': 0.01, 'e': 0.8020957578842927}",20,12,-13.19329125431893,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
66,False,"{'a': 0.01, 'e': 0.7960837985490559}",30,1,-139.02355461028978,"{0: 19, 1: 5, 2: 2, 3: 0, 4: 3}",1
67,False,"{'a': 0.01, 'e': 0.7899922314973651}",25,5,-113.37066473483466,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",1
68,False,"{'a': 0.01, 'e': 0.7838216658808492}",20,0,-10.50558425031216,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
69,False,"{'a': 0.01, 'e': 0.7775727187509279}",20,0,-172.9075202421501,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
70,False,"{'a': 0.01, 'e': 0.7712460149971065}",20,0,-49.45125750958157,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
71,False,"{'a': 0.01, 'e': 0.7648421872844884}",25,4,-96.37073712731022,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 2}",1
72,False,"{'a': 0.01, 'e': 0.7583618759905082}",25,0,-21.42167446708487,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
73,False,"{'a': 0.01, 'e': 0.751805729140895}",20,0,-122.64149535376691,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
74,False,"{'a': 0.01, 'e': 0.7451744023448704}",20,14,-3.1554056557082424,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
75,False,"{'a': 0.01, 'e': 0.7384685587295879}",20,0,-79.70524407083379,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
76,False,"{'a': 0.01, 'e': 0.7316888688738209}",20,8,-18.373964993731217,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.01, 'e': 0.7248360107409052}",20,0,-74.97263106489032,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
78,False,"{'a': 0.01, 'e': 0.7179106696109434}",20,13,5.229453342695822,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.01, 'e': 0.7109135380122773}",20,13,-1.5623423851428158,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.01, 'e': 0.7038453156522362}",30,0,-74.10239016344401,"{0: 21, 1: 0, 2: 8, 3: 1, 4: 0}",0
81,False,"{'a': 0.01, 'e': 0.6967067093471655}",25,0,-23.758840284145368,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
82,False,"{'a': 0.01, 'e': 0.6894984329517471}",25,0,-16.982540761251677,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
83,False,"{'a': 0.01, 'e': 0.6822212072876136}",20,5,-59.07156145026562,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
84,False,"{'a': 0.01, 'e': 0.6748757600712672}",20,10,-11.959903704222858,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
85,False,"{'a': 0.01, 'e': 0.6674628258413082}",25,0,-40.145313884812836,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
86,False,"{'a': 0.01, 'e': 0.6599831458849822}",25,1,-155.6161077770727,"{0: 16, 1: 3, 2: 0, 3: 2, 4: 3}",1
87,False,"{'a': 0.01, 'e': 0.6524374681640519}",20,0,-86.08343124985024,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
88,False,"{'a': 0.01, 'e': 0.6448265472400012}",20,4,-39.11051239608777,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
89,False,"{'a': 0.01, 'e': 0.6371511441985802}",20,2,-25.710337174328814,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
90,False,"{'a': 0.01, 'e': 0.6294120265736969}",30,13,-32.24207120506255,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 0}",1
91,False,"{'a': 0.01, 'e': 0.6216099682706645}",20,0,-115.85843101424881,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
92,False,"{'a': 0.01, 'e': 0.6137457494888116}",30,0,1.4216514102462252,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",1
93,False,"{'a': 0.01, 'e': 0.6058201566434629}",25,4,-9.16243760580614,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
94,False,"{'a': 0.01, 'e': 0.5978339822872982}",25,2,-34.66476106113849,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 0}",1
95,False,"{'a': 0.01, 'e': 0.5897880250310983}",20,9,-5.546464878212695,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
96,False,"{'a': 0.01, 'e': 0.5816830894638835}",30,14,-10.103406675933353,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
97,False,"{'a': 0.01, 'e': 0.5735199860724567}",20,0,-33.79772472410384,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
98,False,"{'a': 0.01, 'e': 0.5652995311603544}",30,14,-108.96864987809651,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 2}",1
99,False,"{'a': 0.01, 'e': 0.5570225467662173}",20,0,-57.8884026072076,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
100,False,"{'a': 0.01, 'e': 0.5486898605815876}",20,0,-49.485928006779766,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
101,False,"{'a': 0.01, 'e': 0.5403023058681398}",30,12,-9.042788496720728,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.5318607213743555}",30,23,3.697731776779591,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.01, 'e': 0.5233659512516496}",25,3,-81.24740141351802,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
104,False,"{'a': 0.01, 'e': 0.5148188449699553}",25,0,-87.29956115327954,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
105,False,"{'a': 0.01, 'e': 0.5062202572327784}",20,0,-16.44800549678085,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
106,False,"{'a': 0.01, 'e': 0.497571047891727}",20,4,-4.581910561231802,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
107,False,"{'a': 0.01, 'e': 0.48887208186052755}",20,16,4.63940857037821,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.01, 'e': 0.48012422902853413}",30,7,-142.54213418954862,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 3}",1
109,False,"{'a': 0.01, 'e': 0.47132836417373997}",20,4,-41.789746189220644,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
110,False,"{'a': 0.01, 'e': 0.4624853668753008}",20,0,-97.30237935062974,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
111,False,"{'a': 0.01, 'e': 0.4535961214255773}",25,15,9.264768702964863,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.44466151674170673}",20,9,-38.97802445469886,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
113,False,"{'a': 0.01, 'e': 0.43568244627671204}",30,0,-22.958342778859603,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",1
114,False,"{'a': 0.01, 'e': 0.42665980793015723}",25,0,-30.361563118108286,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
115,False,"{'a': 0.01, 'e': 0.41759450395835795}",20,1,-68.99060240521091,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 1}",1
116,False,"{'a': 0.01, 'e': 0.40848744088415717}",25,15,17.0746224418496,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.01, 'e': 0.3993395294062732}",20,0,-44.48784328315957,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
118,False,"{'a': 0.01, 'e': 0.3901516843082303}",30,17,-10.779520452253678,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.3809248243668818}",30,16,-2.0974767845903535,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
120,False,"{'a': 0.01, 'e': 0.371659872260533}",30,24,8.62144600153288,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.3623577544766736}",20,5,-24.21016911969735,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.35301940121933034}",20,12,12.806738048692543,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.01, 'e': 0.34364574631604705}",20,0,-0.7631805741299825,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
124,False,"{'a': 0.01, 'e': 0.3342377271245026}",20,13,-5.087143511696952,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.32479628443877623}",20,13,-0.4893660522895027,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.3153223623952687}",20,8,5.085897792831739,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.3058169083782893}",25,10,4.248927628225177,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
128,False,"{'a': 0.01, 'e': 0.2962808729253187}",25,10,12.099248529684694,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.28671520963195546}",20,7,23.59166013809029,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.2771208750565576}",25,18,2.216198390160398,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.26749882862458735}",20,7,24.249128273948614,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.01, 'e': 0.2578500325326696}",20,0,-30.631673521082387,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
133,False,"{'a': 0.01, 'e': 0.2481754516523729}",25,18,8.50463661298249,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.23847605343372313}",30,19,13.66010882089735,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.22875280780845939}",25,15,16.674462586078313,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.2190066870930415}",25,0,2.725621577308203,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
137,False,"{'a': 0.01, 'e': 0.20923866589141926}",20,9,5.6980667609817015,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.19944972099757285}",25,16,14.702510018447516,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.18964083129783424}",25,6,35.437110256731984,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.17981297767299934}",20,4,14.523678982768901,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.16996714290024081}",20,10,-7.202926705278362,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.16010431155483126}",25,12,8.354391577752663,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.15022546991168584}",25,3,-18.314697596192946,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
144,False,"{'a': 0.01, 'e': 0.1403316058467367}",25,11,6.704659864474467,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.13042370873814554}",25,11,19.87234086221122,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.1205027693673666}",20,8,19.822328210258874,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.11056977982006957}",25,19,12.623897851870307,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.10062573338693172}",25,11,30.959624629103573,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.09067162446430967}",25,8,-23.260876310119368,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
150,False,"{'a': 0.01, 'e': 0.08070844845480062}",30,16,20.645978835383232,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.0707372016677029}",20,3,27.649320506906676,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.0607588812193859}",20,16,7.764267921435902,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.05077448493357918}",30,20,15.938673900922975,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.040785011241591035}",30,4,33.50422364403781,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.030791459082466124}",35,19,32.23662937460333,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.02079482780309243}",30,14,23.751307792951117,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.010796117058267392}",25,10,20.341316573412048,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.0007963267107332633}",20,11,16.295263097006114,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,13,30.74926744637875,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,12,10.037658751437592,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",35,17,27.872219342901445,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,14,12.63286211974845,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,11,26.05213224318435,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,6,25.643531381560692,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,11,14.18136916461582,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,13,22.552502188670275,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,11,25.61245583971851,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,16,6.648857882386659,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,9,16.123766142230835,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,0,23.503545106129895,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
13,True,"{'a': 0, 'e': 0}",25,12,20.806304940700645,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,16,24.08038273860038,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,5,26.82888619077566,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",30,19,21.334249962859246,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,13,17.78768225361731,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,13,20.688794676659864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,8,16.724282270875904,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,15,20.795306508696562,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,13,24.45882367786261,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,11,21.108345888096828,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,13,11.461885949398743,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",35,17,29.9789923053973,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",30,15,26.589493800686228,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
